titles,link,article,time,media
選前最後週日　三黨造勢大車拚,https://news.ltn.com.tw/news/politics/breakingnews/589095,"了勁，衝刺選票，民進黨總統候選人蔡英文造勢活動橫跨北、中、南，一口氣舉辦4場造勢大會；總統馬英九則發起「全台嘉年華大遊行」；親民黨總統候選人宋楚瑜則著眼台南，黨部志工開始打電話拜票。

　選戰倒數計...",<generator object <genexpr> at 0x11887ea98>,Liberal Times
總統大選》候選人自估選情沒事？　宋批中選會「玩法」,https://news.ltn.com.tw/news/politics/breakingnews/589068,"人宋楚瑜今（5）日痛批中選會「嚴重的玩法」。

　宋楚瑜顯然對於中選會的規定很不滿，從馬英九任職台北市長時期開始批評，指馬英九任職台北市長就在玩法，市府積欠中央健保費不還，讓台灣人民必須替市...",<generator object <genexpr> at 0x118cb4b10>,Liberal Times
總統大選》馬嘉義掃街　民眾反應冷,https://news.ltn.com.tw/news/politics/breakingnews/588992,〔即時新聞／綜合報導〕國民黨總統候選人馬英九今天深入綠軍大本營嘉義掃街拜票，疑因天氣冷，向總統揮手的路人並不多，車隊行經對手民進黨總統候選人蔡英文競選總部時，現場維持秩序的員警甚至比民眾還多，顯示民眾反...,<generator object <genexpr> at 0x1196cba98>,Liberal Times
今日各報重點新聞一覽,https://news.ltn.com.tw/news/politics/breakingnews/588788,"選人蘇貞昌與蔡英文的行程，質疑調查局違法偵蒐，供馬總統掌握連任將遭遇的「假想敵」，涉嫌圖利馬英九總統，將向特偵組告發調查局長張濟平。
詳見英昌初選時 調局就監控

8部會動員4000公務員 8日上...",<generator object <genexpr> at 0x1196cbb10>,Liberal Times
敗光台灣,https://news.ltn.com.tw/news/opinion/paper/551968,"馬英九花自己的錢很節儉，是眾所周知的事；另一方面，他花國家的錢卻很大方，甚至到了亂花的地步，而且這些花費都是為了他的選舉，也成了眾所皆知的事。
上個月馬政府光在平面媒體就刊登了五千二百萬元廣告，這些廣...",<generator object <genexpr> at 0x1196cbb88>,Liberal Times
藍告狀 指選旗被破壞,https://news.ltn.com.tw/news/local/paper/551952,〔記者洪瑞琴／台南報導〕馬英九吳敦義台南市競選總部副總幹事盧崑福等人，昨指出多處馬英九競選旗幟不但遭毀損，旗插鐵條亦遭蔡英文旗幟取代侵占，選風惡質，他們要求市府與警方徹查嚴辦，勿讓府城民主蒙羞。...,<generator object <genexpr> at 0x1196cbc00>,Liberal Times
看中國臉色 「馬友友」高分貝挺馬,https://news.ltn.com.tw/news/business/paper/551916,"。
天下雜誌日前公布一項「一千大ＣＥＯ景氣預測大調查」，大多數企業ＣＥＯ支持國民黨候選人馬英九的兩岸政策，只有少數支持民進黨候選人蔡英文。
企業緊靠中國不得不挺
對比近三年多來上市企業赴中國累積投...",<generator object <genexpr> at 0x1196cbc78>,Liberal Times
是選總統還是在選第一夫人？,https://news.ltn.com.tw/news/opinion/paper/551914,"是對女性平權的徹底違背與打擊，進步社會自當討伐這樣的錯誤與倒退。
換言之，周美青要如何為馬英九犧牲，這不關大家的事，但是馬英九若以為他塑造的這款女性功能是「美德」，那就是大開國際潮流的倒車，踐...",<generator object <genexpr> at 0x1196cbcf0>,Liberal Times
競選日開跑 趕攤大掃街,https://news.ltn.com.tw/news/local/paper/551899,"虹高喊凍蒜。
第六選區國民黨立委候選人林鴻池昨上午先後在國民黨榮譽黨主席吳伯雄，以及總統馬英九的二姊馬乃西陪同下，進行車隊掃街拜票；同選區民進黨立委候選人周雅淑則是到公園舉辦走唱迎新年活動，和選民互動...",<generator object <genexpr> at 0x1196cbd68>,Liberal Times
〈選前黃金週〉藍綠造勢 搶攻票倉,https://news.ltn.com.tw/news/local/paper/551898,"小壓力，馬吳新北市競選總部特別選在黃金週末，號召三萬多人參加造勢大會，當天晚上由總統候選人馬英九領軍，國民黨榮譽主席連戰、副總統蕭萬長也會同台。
馬吳新北市競選總部競選總幹事江政彥說，這是選前國民黨在...",<generator object <genexpr> at 0x1196cbde0>,Liberal Times
企圖銷毀公文 綠將告發並要賴下台,https://news.ltn.com.tw/news/focus/paper/551885,"踢爆賴幸媛下令銷毀公文的民進黨團幹事長蔡煌瑯，昨再痛批賴幸媛目無法紀、欺騙國會，而檢視總統馬英九的執政團隊，包含下令銷毀文件的賴幸媛，以及編造宇昌案日期的經建會主委劉憶如，實在是可惡至極。
蔡煌瑯指出...",<generator object <genexpr> at 0x1196cbe58>,Liberal Times
監控小英 美聯社：台灣大選轉趨黑暗,https://news.ltn.com.tw/news/focus/paper/551884,"北的報導指出，台灣的總統大選競選已轉趨黑暗，反對黨總統候選人蔡英文指控，尋求連任的現任總統馬英九控制的情治單位，為了政治利益追蹤她的競選活動。
美聯社說，此一未經證實、馬英九也否認的指控，令人...",<generator object <genexpr> at 0x1196cbed0>,Liberal Times
動員公僕挺藍 蔡：馬政府濫用國家機器,https://news.ltn.com.tw/news/focus/paper/551880,"法偵蒐，到馬政府動員公務員遊行，種種現象均顯示，這次選舉國家機器被濫用的程度「前所未見」，馬英九總統應出面說清楚，不能再裝無辜，「這件事情，總統要負完全的責任！」
小英批被濫用程度 前所未見
壹週刊...",<generator object <genexpr> at 0x1196cbf48>,Liberal Times
【冷眼冷語】,https://news.ltn.com.tw/news/opinion/paper/551878,"投財團一票？
馬英九選情告急，頻頻下猛藥，昔日受惠馬政府政策利多、及所謂ＥＣＦＡ和平讓利的財團、紅頂商人，這時候紛紛表態支持九二共識力挺馬英九。
這樣的舉動無異坐實了國民黨「犧牲工農」的事實...",<generator object <genexpr> at 0x1196d3048>,Liberal Times
恐怖 真恐怖,https://news.ltn.com.tw/news/opinion/paper/551875,"會，深怕形跡曝光，但教官就是有辦法取得我們內部的開會議程，事先拿到我們還沒散發的文宣。
馬英九否認下令監控蔡英文，不是說謊就是無能，才會放任國家機器暴走，踐踏人權。真的沒有監控人民嗎？筆者這一、兩年為...",<generator object <genexpr> at 0x1196d30c0>,Liberal Times
軍公教這一票,https://news.ltn.com.tw/news/opinion/paper/551872,"◎ 張千舞
軍公教一向是國民黨的鐵票，這次馬英九為軍公教加薪三％，羨煞22K、失業勞工、無薪假科技新「跪」。也許，有些軍公教更加堅定要支持馬英九，以確保終身俸等優渥福利享受不盡。
這種心理可...",<generator object <genexpr> at 0x1196d3138>,Liberal Times
8部會動員4000公務員 8日上街挺馬,https://news.ltn.com.tw/news/focus/paper/551869,"大遊行，哪有甚麼幸福可言？
民進黨發言人陳其邁表示，馬政府下令公務員必須配合政黨活動，為馬英九個人造勢，但不管是造勢或造神，都無法掩蓋馬總統這幾年的失德失政。
對於相關報導及綠營指控，國民黨則聲稱，...",<generator object <genexpr> at 0x119799b10>,Liberal Times
英昌初選時 調局就監控,https://news.ltn.com.tw/news/focus/paper/551868,"選人蘇貞昌與蔡英文的行程，質疑調查局違法偵蒐，供馬總統掌握連任將遭遇的「假想敵」，涉嫌圖利馬英九總統，將向特偵組告發調查局長張濟平。
民進黨發言人莊瑞雄召開記者會表示，民進黨是接到Ｘ先生提供這份調查局...",<generator object <genexpr> at 0x119799b88>,Liberal Times
633跳票大餐 台聯明晚凱道辦桌,https://news.ltn.com.tw/news/politics/paper/551865,"長林志嘉昨諷刺國民黨方面連創意都玩「山寨版」，因為螞蟻是台聯創黨以來的象徵物。
為了諷刺馬英九總統的六三三政見跳票，台聯週五晚間要在凱道舉辦「本土團結之夜：吞六三三跳票大餐」活動，餐券一張六百三十三元...",<generator object <genexpr> at 0x119799c00>,Liberal Times
工信股東捐獻金 綠營告馬涉貪污,https://news.ltn.com.tw/news/politics/paper/551864,〔記者林俊宏／台北報導〕民進黨立委候選人姚文智、阮昭雄質疑國民黨總統候選人馬英九在台北市長任內，將內湖線標案由工信工程公司得標，還收受工信工程相關股東政治獻金，昨天上午到台北地檢署按鈴，控告馬英九...,<generator object <genexpr> at 0x119799c78>,Liberal Times
馬陣營拔樁 也拉攏傅學鵬,https://news.ltn.com.tw/news/politics/paper/551860,〔記者王寓中／台北報導〕馬英九陣營昨雖否認策動花蓮縣長傅崐萁棄宋挺馬，但據了解，國民黨確曾派人與傅崐萁接觸，且拔樁割喉動作還擴及前苗栗縣長傅學鵬等人；馬陣營除了策動地方派系表態，仍持續針對對手蔡英文、宋...,<generator object <genexpr> at 0x119799cf0>,Liberal Times
傅崐萁棄宋挺馬? 宋：票在選民手上,https://news.ltn.com.tw/news/politics/paper/551859,"競選幹部前往台東，規勸以無黨籍參選立委的吳俊立在總統大選中挺馬，但無功而返；知情人士透露，馬英九夫人周美青行程只由金溥聰一人掌握，其他人都難以事先知悉，令輔選團隊傷透腦筋。
金溥聰對此也強調與事實完全...",<generator object <genexpr> at 0x119799d68>,Liberal Times
林瑞雄訪不丹 要帶回祥和之氣,https://news.ltn.com.tw/news/politics/paper/551856,"日投票那天憑自己的良知，選擇一個可以讓人放心、有能力做事、解決台灣問題的人，不管是蔡英文、馬英九或宋楚瑜都可以，只要是能讓人放心、能做事的候選人，都可以投給他們。
對於候選人史無前例在大選倒數階段出國...",<generator object <genexpr> at 0x119799de0>,Liberal Times
有錢打世大運廣告 宋：北市為何不還健保費,https://news.ltn.com.tw/news/politics/paper/551853,"導〕親民黨總統候選人宋楚瑜昨抨擊台北市政府大打世大運廣告，質疑廣告經費來源，並批評台北市從馬英九擔任市長以來就積欠中央健保費，等於拿台灣人民的錢打廣告，台灣已失去財政紀律。
市府：不同預算互不影響
...",<generator object <genexpr> at 0x119799e58>,Liberal Times
看不到馬的棉被泳褲 參觀團批白賊,https://news.ltn.com.tw/news/politics/paper/551852,〔記者楊金城／台南報導〕台南市後壁區動員組團「參觀」馬英九總統使用三十四年的棉被、穿了十五年的運動鞋，還有修補多次的泳褲，以「學習」馬的節儉之道，但馬全國競選總部至今未回應，參觀團昨痛批馬根本拿不出來，...,<generator object <genexpr> at 0x119799ed0>,Liberal Times
周美青拉票 民怨︰總統做那麼差…,https://news.ltn.com.tw/news/politics/paper/551851,〔記者顏若瑾、謝介裕、林宜樟、余雪蘭／連線報導〕總統馬英九夫人周美青昨下午到嘉義縣民雄鄉黃昏市場拜票，途經柿餅攤販時，周美青掏出一百元買了一盒柿餅，身後的台灣加油讚工作人員隨後問攤商，「有沒有收據？」攤...,<generator object <genexpr> at 0x119799f48>,Liberal Times
馬高雄拜票 嗆聲此起彼落,https://news.ltn.com.tw/news/politics/paper/551850,〔記者陳文嬋、洪定宏、黃旭磊、童涵旎、黃良傑、羅欣貞、李立法／綜合報導〕國民黨總統候選人馬英九昨下午南下屏東縣，以車隊遊行及步行掃街在半天內走訪七個鄉鎮市；晚間在高雄市的拜票行程，則引爆數波衝突，有不滿...,<generator object <genexpr> at 0x11979f048>,Liberal Times
宜花衝票房 蔡︰台灣共識 讓社會和諧,https://news.ltn.com.tw/news/politics/paper/551848,"「希望十天之後，大家都可以叫我蔡總統！」
陳永興現身挺蔡 否認被拔樁
另，日前被報導遭馬英九「拔樁」的羅東聖母醫院院長陳永興，昨晚現身力挺蔡英文，他明確表示，「我只聽上帝的，誰來看我都沒用，我就是正...",<generator object <genexpr> at 0x11979f0c0>,Liberal Times
綁架台灣，該當何罪？,https://news.ltn.com.tw/news/opinion/paper/551828,"權者，他豈不就可為所欲為、逍遙法外？人民只能坐以被綁？
「九二共識、一個中國」就是國民黨馬英九政府「綁架台灣」的絞繩，這條絞繩是國共聯手製造的，這次總統大選，馬的選情吃緊，國、共齊拉絞繩，愈絞愈緊，企...",<generator object <genexpr> at 0x11979f138>,Liberal Times
《求神保佑》選將出招 力阿卡對上平安符,https://news.ltn.com.tw/news/local/paper/551821,"，有著特殊意義。祈福儀式完成，林建榮到路口發送「行車平安符」給民眾，這是神明「過爐」，也有馬英九總統簽名，共發出五千個。
陳歐珀競選團隊為凸顯他出身員山鄉農家子弟的特質，以及他要進軍國會的氣勢與決心，...",<generator object <genexpr> at 0x11979f1b0>,Liberal Times
